id,percent_dem
7,65.15986734753471
8,16.470608084413414
11,38.169396295555345
13,34.79171254807167
16,28.693405400623618
17,34.10075482004841
20,29.417787884088682
21,23.977774326720397
24,23.48987635854096
28,16.826346935242736
38,26.48858904299977
42,26.627063872553855
55,17.53965676247483
59,30.924802823881144
60,31.889654408499943
66,23.68948081372114
70,20.90361963859996
73,60.78548051330585
75,40.129693908779146
84,20.763382874517156
87,55.906770074682896
90,45.05109864406434
94,77.2082876136881
101,57.993013643427474
108,27.77514080047859
117,22.62255255527088
119,66.46077258468944
120,35.09756962742422
123,23.323199101219
124,18.15485225254445
126,42.093271088146174
128,28.05410883144839
129,37.523373841833404
132,31.47978510362984
144,33.13493690519884
149,46.10858709077072
151,22.09782284522361
154,32.448522538457084
155,24.36186085558418
160,32.99933023723813
161,48.44408679081545
166,22.524464315981266
168,41.12528505742634
169,32.730720633662465
172,63.216522500801986
173,31.178638090865668
188,16.15710445254244
199,41.88176118964856
201,43.650975446743075
206,31.392384196435593
210,33.52958353917636
211,16.623047650103768
213,54.45143549434914
216,28.26778630145337
218,15.68601274159856
223,35.874675244240564
226,28.771620793995716
227,40.48274262946919
232,27.56251270686468
233,59.56269429178113
236,73.80547784299597
240,37.31940883396854
255,23.960817568076948
264,25.750559121199544
267,54.568667285123595
268,56.16705520547198
273,59.8447445641301
276,51.587039130041255
278,33.37067274426643
279,57.761750182060425
280,34.22186514751881
285,42.04511328075738
298,34.25841248775713
300,20.433917024667416
303,27.31520124215144
309,33.55503671023625
311,27.936347701900353
313,21.89004837041661
315,18.211394983629805
319,31.047813264136135
322,17.543615921071794
325,16.69836187758358
330,33.48635424862218
332,44.95314348905862
333,25.232895793044754
336,24.924481853917506
341,19.381204877287914
342,56.59983634316958
343,28.823998373325576
346,46.81111659749624
349,21.975791637883724
356,33.43793578960979
365,19.933414829000153
382,18.432969456166084
387,16.77338057272978
391,34.62724317202212
392,39.76364779666166
403,44.40860130287928
404,58.508256395880736
406,30.324085573054354
407,22.829246420186998
408,30.103932236249605
416,26.65832364156079
419,31.910747751150396
423,57.12171080788614
427,28.688507145469416
428,26.239300269733885
432,20.265574429545502
434,16.434533407331294
436,25.906345693382583
439,16.980196513531254
440,38.89494352554653
448,34.85800431126889
459,25.84335256975265
460,16.218986528031287
461,16.002437409443132
466,29.76492104810812
467,15.878595956594086
470,38.9305532413441
472,17.133831504416698
483,18.882634712783364
487,62.37672482934718
488,17.727129037529075
491,33.225704406687555
493,21.275956951077085
495,45.8142932567908
501,35.41008704155671
503,21.540483259144832
514,34.291333370157716
518,34.25439676875026
520,19.01133241304855
526,64.87848532105481
527,21.871812938351017
530,27.907241476663444
532,40.587715980190644
546,23.823795339362086
550,34.330764906434894
554,47.58612882113457
555,19.753477544418818
557,21.27228355165886
558,20.926880060727562
559,25.324343263660932
561,39.996738599358544
562,68.2158885731172
567,34.44405352253186
569,22.404115662356737
571,13.253793025464608
578,24.589050630178257
581,32.33265343480729
590,21.359617591792386
591,30.268501695308366
593,19.860241470543425
595,39.57363786526365
600,22.317447473740792
603,50.844897990907356
604,21.17489765018415
616,13.147894781485196
619,37.64276319445793
620,19.921337280433377
624,24.072483815482293
630,17.24287469064592
632,39.6549804391024
637,31.749365290916195
639,34.58037472566425
640,36.30923819955668
641,24.16234249246664
646,56.71151227057477
651,20.39735692174589
666,29.726229203148286
676,32.638673224070615
683,28.669995068636403
686,54.300909554201816
693,18.44897744148328
694,16.034344418067167
695,15.353233493798957
702,43.489178147876316
704,21.266947142941987
711,42.73930299288061
715,18.138574193282096
722,20.380016832946996
724,16.98255908851261
730,34.9712672052502
731,49.01954318674419
735,50.264761220000075
736,42.89619408768823
742,20.564906034629168
745,29.60398258008017
750,37.165004288383386
752,38.656657726158215
756,24.05047562669562
757,31.648282580166452
759,52.689603139081775
763,20.95843687430537
766,42.64703804293064
768,26.526686280415667
778,48.49206732798149
791,27.753046503865164
793,15.552263974636713
795,38.78405663848872
799,45.731389342068894
804,43.86488358851684
807,23.021939495598275
814,20.720412554533674
816,24.189300195086492
817,21.720833257671394
827,42.12238481249287
828,18.07386858268066
830,51.14851458167514
832,42.88939724764667
834,66.03754120097535
839,44.90787905600827
841,40.73703808088882
855,22.16061769201371
861,17.28750474913209
862,41.81185840229361
863,33.09215524389479
864,56.13120317922758
865,18.751545965306256
866,68.39748425046217
870,25.97241175033698
872,23.868681199740486
876,40.953829565534434
877,50.53610254144037
882,24.747484210330125
883,19.431278262238667
887,20.026690347173805
890,18.41426444178902
893,43.160915287990164
895,19.605400348931695
899,53.69212309703548
906,29.001955335874108
907,40.247803727413796
911,48.30077376597503
914,27.061505132381196
917,19.144715161829943
920,17.095049572315475
922,13.51973974654099
923,19.523149106533616
934,54.517545004724255
937,38.12123896960671
947,30.835983633957277
949,36.489988910432174
951,53.67889276805727
953,15.552063990194956
954,42.322864507493136
957,16.0808044113053
961,47.680775139159906
962,56.23295323297338
974,39.80892148124517
977,17.83056785567843
979,39.07928411244424
980,22.30014133158771
983,21.696020014855385
986,53.56674606022614
990,24.725115526445272
992,45.75533794506898
998,11.654816678293932
1000,25.825027009320806
1002,39.786420539021286
1008,58.57062994047455
1009,59.068328212912405
1015,36.467688902718194
1018,20.614034638111765
1021,71.59789048158248
1024,18.706227881190532
1032,23.78560703716338
1041,28.60407236142678
1044,18.159071456254807
1045,14.198326002954959
1046,46.08987269444676
1054,21.52697980684909
1055,60.62881669981742
1057,37.699227599392025
1058,26.184909494322646
1061,55.75946525275818
1068,48.33548209432478
1070,37.71262804751503
1071,32.73078707139916
1076,18.2972212442836
1085,16.98065137533453
1088,44.394768461357245
1090,25.92730759701017
1091,40.404724576818786
1093,16.470373382575815
1095,49.72199171668906
1097,16.80534249902983
1099,18.31582730252845
